Carica lo screenshot,Screenshot to string,timestamp
.gradio/flagged/Carica lo screenshot/aed3d64dc45f52e5cc22/ciccio.png,⏳ Attendi integrazione modello OCR...,2025-05-21 11:37:05.490107
